aeva1_x,aeva1_y,aeva1_z,aeva2_x,aeva2_y,aeva2_z,aeva3_x,aeva3_y,aeva3_z,aeva4_x,aeva4_y,aeva4_z,aeva5_x,aeva5_y,aeva5_z,aeva6_x,aeva6_y,aeva6_z
2238.824746339288,332.7690230170606,-437.80001297841477,2297.1453152700633,0.4885404799114287,-331.3199959786497,2288.883111718087,85.7532997259288,-65.95879564415193,2377.9090164822715,-351.5449137553047,63.64210528271855,2360.2903481697467,-349.0374110410654,-184.69659879587337,2360.506104357758,-350.82392124406744,-431.65384149438006
